plotname,numpols,ttd,numtips,numnodes,collessmet,sackinmet,gamma
780449,1,9865.229381,22,20,0.115798158,0.072918954,-3.800730061
780450,3,13826.44008,32,26,0.243945618,0.414259609,-3.934492678
780451,2,17465.32672,25,19,0.017055696,0.008083644,-3.392858663
780452,2,14960.67249,17,14,0.870953471,0.532659661,-3.286589589
780453,3,15185.28636,24,18,0.229544357,0.406416978,-3.533965403
780454,0,13083.94275,15,14,-0.392118681,-0.236457986,-2.988108009
780455,0,10997.18547,17,16,0.165071118,0.062071425,-3.29485089
780456,1,12473.61793,22,19,0.388525431,0.345646227,-4.079438272
780457,0,15626.45705,11,10,-0.736509207,-0.403391053,-1.692749788
780458,1,8178.355635,33,31,0.649726989,0.610282336,-5.140259849
780459,0,5892.978159,13,12,0.474059086,0.332040182,-4.01847861
780460,0,10471.04723,17,16,0.812129941,0.709130249,-3.733595245
780462,1,10100.77077,16,14,-0.219157202,-0.073957986,-3.979093013
780463,1,6504.530475,27,25,0.671946506,0.476345753,-4.848875693
780464,1,7690.495913,27,25,1.412687247,1.291160568,-4.521002106
780465,2,8527.90385,33,28,1.195181535,0.913312639,-4.811813385
780466,0,8171.542171,17,16,0.694482882,0.473836131,-3.808062841
780467,0,8682.481963,19,18,0.697808331,0.588731212,-3.86879373
780468,0,7852.892725,15,14,0.941214653,0.563542014,-3.941532665
780469,1,13815.76241,19,17,0.22412412,0.115047002,-3.089784948
780470,1,14851.06783,22,20,-0.247838206,-0.108899228,-2.545450298
780471,0,12222.0193,13,12,0.550982163,0.408963259,-3.172828823
780472,1,12346.08968,22,20,0.29761634,0.254737136,-3.572538237
780473,0,17665.9696,13,12,0.935597548,0.63973249,-2.448450171
780474,1,12199.79441,22,19,-0.475110933,-0.245262864,-3.796296497
780475,1,11305.67925,14,12,0.334017048,0.211161061,-3.375627117
780476,0,8706.502446,25,24,-0.022944304,0.048083644,-3.97698006
780477,1,11579.2639,22,20,-0.247838206,-0.017990137,-3.744261759
780478,2,9887.856243,22,17,-0.247838206,-0.199808319,-4.337463894
780479,0,6219.859945,19,18,0.855703068,0.746625949,-4.512699976
780601,3,17894.21695,25,20,0.577055696,0.408083644,-3.011908675
780602,2,11174.1647,26,23,0.011681136,0.060391337,-4.419723515
780604,1,15377.09086,28,24,0.78372701,0.574229351,-3.581699272
780605,2,16169.472,23,20,0.719567739,0.400982195,-2.719793904
780606,2,10550.40344,26,23,0.011681136,-0.093454817,-4.319936899
780607,2,12394.9872,29,26,0.472773622,0.45600275,-3.978728265
780609,2,12630.58891,30,23,1.814734139,1.376692405,-4.857831262
780611,2,9592.625309,22,19,0.070343613,0.027464409,-4.73233928
780613,1,13842.73725,11,9,0.808945339,0.414790765,-2.832781746
780614,1,14063.33119,17,15,-0.246693588,-0.114399163,-2.72507554
780615,2,15656.12654,19,15,0.539913594,0.325573317,-3.32404699
780616,2,20181.66053,20,15,1.070199247,0.754520686,-2.617740821
780617,0,16997.88316,10,9,0.613346428,0.342063492,-1.892315279
780618,2,13440.94479,26,21,0.434758059,0.48346826,-3.750392925
780619,1,11888.84875,19,16,0.75043991,0.536099633,-4.136803898
780621,3,16695.94357,29,22,1.300359829,1.076692405,-3.089072195
780622,3,17996.07237,27,19,0.968242803,0.920790197,-3.007443484
780623,2,17841.80128,19,15,0.066229383,-0.042847735,-2.592072243
780624,1,14818.92362,16,14,0.843342798,0.613542014,-2.98302413
780625,1,12336.20081,19,16,-0.302191669,0.009783844,-3.641857121
780626,2,16961.13367,25,21,0.457055696,0.448083644,-2.818930905
780627,1,14480.80289,20,18,0.570199247,0.354520686,-2.866364606
780628,1,10375.76849,24,20,0.229544357,0.156416978,-4.651084437
780629,2,12844.82986,30,24,0.014734139,0.310025738,-4.106135904
780630,3,17818.58302,24,19,0.646211024,0.739750311,-2.820323242
780631,3,15875.10587,27,22,0.523798358,0.550419827,-3.315689556
780632,2,14749.1253,20,17,0.970199247,0.854520686,-3.020026239
7.80E+71,1,14410.77672,23,21,1.893480783,1.400982195,-3.309022694
7.80E+72,1,14206.36131,11,9,0.172581702,0.142063492,-2.133244429
7.80E+73,1,9975.259688,38,36,1.978345361,1.412617026,-4.778983156
7.80E+74,1,12200.67962,31,29,2.617428187,1.977767674,-3.534981515
7.80E+75,1,12323.52536,21,19,0.690456702,0.375949257,-3.328399389
7.80E+76,0,11863.15986,13,12,1.320212932,0.870501721,-2.91914507
7.80E+77,1,10755.06748,13,11,0.243289855,0.101270951,-2.066315855
7.80E+78,1,11952.51772,14,12,0.834017048,0.568303918,-3.100159825
7.80E+108,1,11387.89215,18,16,0.00333754,0.009783844,-2.283896636
7.80E+109,1,9260.805653,21,19,1.547599559,1.042615924,-4.45247857
7.80E+110,1,11551.85509,18,16,0.725559763,0.509783844,-2.886749644
7.80E+111,2,9390.228148,29,26,2.127946035,1.559451026,-4.799279773
790715,4,10864.29445,40,35,1.852052066,1.417913922,-4.346688218
790716,0,9227.754648,24,23,0.68787769,0.531416978,-3.685299882
790717,0,7890.691321,9,8,1.252040277,0.675396825,-3.115000291
790718,0,7145.502797,18,17,0.00333754,0.009783844,-4.080268391
790719,1,9535.729607,35,33,1.646297745,1.277865733,-4.914318404
790720,1,10102.5355,25,23,1.017055696,0.768083644,-3.906402728
790721,1,9172.107168,29,26,2.02449776,1.593933784,-4.776857709
790722,0,10884.89782,21,20,2.11902813,1.614044495,-3.477648781
790723,0,9798.061364,28,27,0.78372701,0.717086493,-3.742641037
790724,1,9150.707189,19,17,1.066229383,0.957152265,-3.731436303
790725,1,7366.557427,18,16,1.00333754,0.787561621,-4.214048034
790726,1,10999.34599,19,17,2.118860962,1.69399437,-3.181119748
790727,0,8233.900356,18,17,0.947781985,0.732006066,-3.843976503
790728,0,8150.611221,22,21,1.979434522,1.572918954,-4.318994939
790729,1,13065.9893,20,18,1.170199247,0.954520686,-3.146062422
790730,1,9129.856916,25,23,2.017055696,1.528083644,-4.358749947
790731,0,11076.18953,14,13,1.476874191,0.925446775,-2.331367595
790732,1,10986.96115,19,17,1.276755699,1.16767858,-2.9973569
7.80E+112,0,11679.49015,22,21,2.388525431,1.70928259,-3.772991462
7.80E+122,2,10116.80781,31,27,1.036783026,0.590670899,-4.412150795
7.80E+123,0,14014.58447,7,6,0.884307086,0.528571429,-2.0791804
7.80E+124,1,13924.11912,15,13,1.541214653,1.296875347,-2.450160916
7.80E+125,0,10491.95321,17,16,0.812129941,0.473836131,-2.844918432
7.80E+304,0,10804.47206,13,12,0.397136009,0.255117105,-2.594371716
7.80E+305,1,11703.84234,13,11,1.012520625,0.716655567,-2.950164668
780N053,0,13149.05875,23,22,1.893480783,1.227069152,-3.827774322
780N055,1,14016.42673,26,24,1.66552729,1.098852875,-3.422938807
780N057,1,12590.971,23,21,2.284785131,1.705330021,-2.922005796
780N060,1,12717.44286,33,31,3.467908808,2.883009609,-3.637321396
780N078,3,10209.57407,44,39,2.604469159,2.300002759,-4.838846429
780N079,2,14530.94431,26,23,1.127065752,0.791160568,-3.409291749
780N080,2,15144.1174,21,18,1.214266226,0.899758781,-2.664828778
780N090,1,18440.99672,19,17,1.329387278,0.904520686,-2.42600499
780N091,1,11432.11879,21,18,1.404742416,0.899758781,-3.562887335
780N092,0,10059.86661,22,21,1.070343613,0.754737136,-3.863927982
780N093,0,6349.971595,13,12,0.704828317,0.408963259,-4.057892695
780N094,1,14552.42892,22,20,1.29761634,0.891100772,-2.38274352
