plotname,numpols,ttd,numtips,numnodes,collessmet,sackinmet,gamma
02OK172,0,8637.187213,19,18,0.855703068,0.641362791,-3.797813655
02OK173,0,2619.864996,5,4,0.106493608,0.033333333,-2.371575392
02OK174,0,3351.978985,6,5,0.324172051,0.1,-2.697141896
02OK176,0,6359.386864,12,11,1.214358204,0.71024531,-3.840226133
02OK177,0,11702.48818,8,7,0.911489979,0.439285714,-2.012903687
02OK178,0,1347.119498,5,4,0.706493608,0.233333333,-2.576702264
02OK179,0,13523.09004,10,9,-0.186653572,-0.257936508,-1.909783189
02OK180,0,7735.721228,9,8,1.474262499,0.897619048,-2.998819717
02OK181,1,13590.53061,13,11,0.935597548,0.63973249,-2.248213619
02OK182,1,9479.798873,18,16,0.836670874,0.732006066,-3.013885538
02OK183,0,9901.923957,12,11,-0.785641796,-0.456421356,-3.081286137
02OK184,0,7722.747135,9,8,-0.303515279,-0.213492063,-2.645374547
02OK185,0,13241.07954,10,9,0.313346428,0.042063492,-2.14530146
02OK186,1,9090.114384,17,15,0.635659353,0.650306719,-3.335872261
02OK187,0,9429.698285,8,7,-0.588510021,-0.310714286,-2.549773318
02OK194,0,9257.344356,11,10,0.627127157,0.414790765,-2.85331844
02OK195,0,6955.12315,11,10,0.89985443,0.687518038,-3.416164364
02OK196,0,9733.992229,13,12,-0.295171683,-0.283344433,-3.06606098
02OK197,0,5084.490611,7,6,0.5985928,0.242857143,-2.748927147
02OK198,1,10218.80282,21,19,0.404742416,0.375949257,-4.032927437
02OK199,0,6479.884386,13,12,-0.37209476,-0.36026751,-4.007804036
02OK200,0,14370.01465,12,11,1.881024871,1.21024531,-2.290882831
02OK201,1,7516.728592,15,13,1.741214653,1.23020868,-3.950675391
02OK202,1,6111.578133,15,13,1.541214653,1.163542014,-4.353768662
02OK203,0,9357.852179,24,23,1.854544357,1.448083644,-3.786413281
02OK204,0,9343.751273,25,24,1.657055696,1.168083644,-4.13229393
02OK205,1,11974.51314,28,26,0.319441296,0.252800779,-3.745300566
1,NA,1,NA,1,NA,1,NA
02OK207,0,6479.850765,21,20,1.404742416,0.994996876,-4.999375409
02OK208,0,6656.909271,22,21,1.024889067,0.891100772,-4.892345218
02OK209,0,7815.7956,20,19,1.370199247,1.254520686,-3.847940719
02OK210,0,9319.064897,28,27,2.212298439,1.717086493,-4.070944812
02OK211,0,8746.865531,19,18,0.855703068,0.536099633,-3.959633692
02OK212,1,9278.415969,23,21,1.197828609,1.053156108,-3.798185306
02OK213,1,7425.378367,27,25,1.190465025,1.068938345,-4.8906291
02OK214,1,9205.13795,27,25,1.560835395,1.217086493,-4.22773707
02OK215,0,8078.25996,21,20,1.309504321,0.994996876,-3.945106252
02OK216,2,8735.192056,17,14,0.400365235,0.179718484,-3.922441324
02OK217,0,10836.79686,23,22,1.197828609,0.792286543,-3.696537274
02OK218,0,9595.421575,20,19,-0.129800753,-0.045479314,-3.787095381
02OK219,0,9727.131199,20,19,0.720199247,0.504520686,-3.745480547
02OK220,1,10075.98497,22,20,1.570343613,1.436555318,-2.931059101
02OK221,1,9791.334589,22,20,0.070343613,0.1183735,-4.341118318
02OK222,0,11127.85823,20,19,0.420199247,0.204520686,-2.991727735
02OK223,0,9030.338322,23,22,0.806524261,0.66185176,-3.878842422
02OK224,0,8602.579727,24,23,1.104544357,0.948083644,-4.242928377
02OK225,1,11503.27907,22,20,1.206707249,0.982009863,-3.036070684
02OK226,0,8974.432153,12,11,0.631024871,0.46024531,-2.790812137
02OK227,0,10828.06975,13,12,0.858674471,0.562809413,-2.793539247
02OK228,0,10394.42832,16,15,-0.156657202,-0.136457986,-2.455074707
02OK229,0,8279.111196,13,12,0.935597548,0.63973249,-3.064579384
02OK230,0,7131.090482,14,13,0.619731334,0.354018204,-4.128155135
02OK231,1,6014.989193,16,14,1.093342798,0.988542014,-3.92326765
02OK251,0,9708.65878,11,10,0.263490793,0.232972583,-2.414332814
02OK252,0,21024.59706,7,6,0.170021372,0.1,-0.663427342
02OK253,0,9996.05308,21,20,0.73807575,0.5188064,-3.770738606
02OK254,1,9938.847205,15,13,0.341214653,0.23020868,-3.360121288
02OK255,1,10182.72431,21,19,0.11902813,0.090234971,-4.231927216
02OK256,1,12189.89935,18,16,0.00333754,0.009783844,-3.574814978
02OK257,0,6439.720778,5,4,-0.093506392,-0.166666667,-1.97018974
02OK258,0,9716.016923,17,16,0.753306412,0.415012602,-4.150485393
02OK259,1,9320.154924,23,21,0.371741652,0.314025673,-4.216585915
02OK260,1,9625.424464,12,10,0.464358204,0.293578644,-3.098221817
02OK261,0,11825.57779,13,12,-0.064402452,-0.206421356,-2.649470166
02OK263,0,10001.48109,11,10,0.89985443,0.505699856,-2.427607364
02OK264,0,8881.039584,22,21,-0.566020024,-0.427081046,-3.733615713
02OK268,0,8063.521832,11,10,-0.554691025,-0.403391053,-2.799482118
02OK269,0,17203.99211,11,10,0.445308975,0.232972583,-1.652993618
02OK270,0,11533.29934,11,10,-0.736509207,-0.403391053,-2.636062644
02OK271,0,17457.85115,11,10,-0.10014557,-0.130663781,-1.691334981
02OK89,0,9623.007596,11,10,1.081672611,0.687518038,-2.885502915
02OKW1,1,7798.803798,35,33,1.13201203,1.106437162,-4.634967306
02OKW12,0,9821.015371,27,26,0.153427988,0.180049456,-4.357485024
02OKW13,2,9729.208193,34,31,1.354276878,0.940050607,-4.707571968
02OKW2,0,7562.528998,16,15,-0.031657202,-0.136457986,-3.925404342
02OKW21,1,5755.437635,16,14,0.218342798,0.238542014,-4.138973157
02OKW22,2,8431.463757,27,24,0.412687247,0.365234642,-3.727722289
02OKW27,1,7941.138656,36,34,1.06019036,0.900881606,-4.284023897
02OKW28,1,7671.626973,29,27,0.369325346,0.352554474,-4.02602564
02OKW39,0,9370.189153,21,20,0.404742416,0.375949257,-3.524988914
02OKW40,0,7835.086437,15,14,0.741214653,0.363542014,-3.68961193
02OKW41,0,6424.765779,24,23,0.604544357,0.531416978,-4.902652864
02OKW42,0,9602.240433,18,17,0.447781985,0.232006066,-3.658920692
02OKW43,0,8329.883743,29,28,0.334842587,0.387037232,-4.282457604
02OKW44,1,8140.929609,35,33,0.903440602,0.763580019,-5.209587641
02OKW45,0,9713.571617,25,24,0.497055696,0.408083644,-3.791314634
02OKW46,1,10921.92418,32,30,0.556445618,0.476759609,-3.920659208
02OKW47,0,6271.167548,8,7,0.161489979,-0.060714286,-3.010742988
02OKW57,1,8567.542494,28,26,2.605155582,2.181372208,-3.75006222
02OKW59,1,10397.69691,29,27,1.541739139,1.249106198,-3.192029717
02OKW8,3,8847.63944,43,38,1.308219777,1.206979503,-5.214161699
02OKW9,1,8134.892197,36,34,1.643523693,1.317548273,-4.613484109
02VL01,2,9800.003567,23,20,0.936959044,0.705330021,-3.647485876
30380,1,11098.54844,28,26,1.748012725,1.324229351,-3.844156302
30480,1,8038.630635,23,21,0.067393826,0.009677847,-4.527806052
30580,1,11256.13978,18,16,1.892226429,1.565339399,-3.130221735
30680,0,13377.22371,18,17,1.058893096,0.954228288,-2.212973381
30780,0,10113.8328,12,11,1.214358204,0.71024531,-2.951176982
30880,0,11046.89582,22,21,1.388525431,1.072918954,-3.356510327
30980,1,7857.546407,37,35,1.910419013,1.461692417,-4.897785668
37980,2,8401.939494,32,29,0.868945618,0.664259609,-5.276454264
38080,2,8851.808509,34,31,1.883688643,1.410638843,-5.129097284
38280,1,8362.921279,25,23,0.617055696,0.608083644,-4.081718928
38480,3,8911.659017,37,32,0.66717577,0.43466539,-3.941096533
38680,1,10270.87155,25,23,1.137055696,0.888083644,-3.807527779
38880,0,7015.833709,20,19,0.770199247,0.554520686,-4.468111084
38980,0,8051.366747,22,21,1.161252704,0.845646227,-4.455481714
39080,1,9182.923478,37,35,1.018527121,0.89412485,-4.878982253
39180,2,10093.91424,46,42,1.939464037,1.470973334,-4.192081997
39280,0,7928.681376,27,26,1.00527984,0.735605012,-4.894893104
39380,1,7359.717222,33,31,0.922454262,0.579979306,-4.404462391
50178,0,11789.49728,13,12,0.858674471,0.562809413,-2.404467059
50678,0,6523.490069,6,5,0.324172051,0.1,-2.04457318
50778,0,14439.97175,8,7,0.411489979,0.189285714,-1.779330322
50878,0,6523.490069,6,5,0.324172051,0.1,-2.04457318
50978,0,4901.979563,7,6,0.5985928,0.242857143,-2.525858842
51078,1,10577.65372,9,7,0.918706943,0.564285714,-2.440414034
51178,0,5103.32312,6,5,0.157505385,-0.066666667,-2.225231568
51278,0,6523.490069,6,5,0.324172051,0.1,-2.04457318
51478,1,10814.34301,17,15,1.047424059,0.709130249,-3.172671274
51678,0,4210.235946,8,7,0.161489979,-0.060714286,-2.959901364
51778,0,9910.782011,8,7,0.411489979,0.189285714,-2.426459515
52078,0,586.2359222,4,3,-0.270362841,-0.166666667,-2.174833111
52378,0,9910.782011,8,7,0.411489979,0.189285714,-2.426459515
1128,1,8586.217819,15,13,0.874547986,0.63020868,-3.575281606
112880,1,12596.51915,17,15,1.047424059,0.826777308,-2.388062878
1129,1,11066.00662,17,15,0.694482882,0.473836131,-3.140187987
112980,1,10604.81579,17,15,1.635659353,1.062071425,-3.235719174
1130,2,11246.01038,22,19,0.752161794,0.436555318,-4.290178981
113080,0,3531.213349,6,5,0.990838718,0.433333333,-2.508636133
260081,1,7616.335163,39,37,1.554933977,1.287785717,-5.17440116
260181,2,8764.570894,37,34,1.721229824,1.380611336,-5.057671207
260381,0,8058.693772,32,31,1.150195618,0.758009609,-4.6702128
260481,1,9020.02537,27,25,1.153427988,0.735605012,-4.319213792
260681,5,10442.4228,44,38,0.831741887,0.618184577,-3.60030856
260781,1,8318.827038,26,24,1.434758059,1.175775952,-4.420100999
260881,0,9275.274875,25,24,0.257055696,-0.071916356,-3.914699402
261,0,16424.58335,11,10,1.172581702,0.778427128,-1.537914969
261081,0,9574.029651,20,19,1.870199247,1.454520686,-3.139884738
261181,0,8369.206129,20,19,1.220199247,0.804520686,-3.777206921
261281,1,15131.20456,20,18,1.870199247,1.254520686,-2.639046288
261381,0,11228.35836,17,16,0.929777,0.473836131,-3.061456657
261481,3,10395.47844,43,39,1.657056986,1.416281829,-3.870915778
261581,1,7926.41872,24,22,1.229544357,1.073083644,-3.710285244
261681,3,10808.45356,31,26,0.294847542,0.171316061,-4.466823449
261781,2,9948.606003,38,35,1.03097694,0.675774921,-4.355768192
261881,2,8500.700445,32,29,1.993945618,1.664259609,-4.507894172
261981,1,9752.605335,18,16,0.725559763,0.398672732,-3.824403261
52478,0,6714.565788,8,7,-0.338510021,-0.310714286,-2.423978427
52578,0,8757.037041,9,8,0.029818054,-0.102380952,-2.206965201
06RC-01,0,6356.549497,7,6,-0.115692914,-0.185714286,-2.658974562
700280,0,6620.597981,11,10,0.536218066,0.323881674,-3.372583932
700380,1,10107.11507,11,8,0.627127157,0.414790765,-3.358204727
700480,0,11628.27898,10,9,0.313346428,0.042063492,-2.315716362
701680,0,8198.272452,8,7,-0.338510021,-0.310714286,-2.75250817
701780,0,9763.48181,6,5,0.157505385,-0.066666667,-2.029668909
701880,1,18967.67203,17,14,1.047424059,0.59148319,-2.878115161
701980,0,12153.86067,5,4,0.706493608,0.233333333,-1.48504985
702080,0,6781.705437,7,6,0.5985928,0.242857143,-2.45597378
702180,0,14326.55243,9,8,0.029818054,-0.102380952,-1.578727038
702280,0,3248.749747,4,3,0.479637159,0.083333333,-1.837117333
702380,0,5197.999513,3,2,0.350652565,0,-1.079984656
702480,0,17284.69711,3,2,0.350652565,0,-0.443082901
702580,0,11575.35918,4,3,0.479637159,0.083333333,-1.049781306
702680,0,8593.034009,6,5,0.324172051,0.1,-2.006435115
702880,0,2619.864992,5,4,0.106493608,0.033333333,-2.371575392
702980,1,16589.2589,5,3,0.706493608,0.233333333,-1.451613082
703080,2,12682.15539,26,18,1.203988829,1.021929798,-4.950709445
703180,0,20259.43798,5,4,0.706493608,0.233333333,-0.935388957
703280,0,15280.74898,6,5,0.990838718,0.433333333,-1.377617721
703380,0,1299.499861,3,2,0.350652565,0,-1.420670907
703480,0,17284.69736,3,2,0.350652565,0,-0.443082912
703580,0,17284.69736,3,2,0.350652565,0,-0.443082912
1,NA,1,NA,1,NA,1,NA
703780,1,11214.67925,7,5,0.455735657,0.1,-2.243853577
703880,4,11436.89871,37,27,1.072581175,0.948178904,-4.956342382
703980,0,7263.145793,5,4,0.106493608,0.033333333,-1.764643241
704080,0,2243.667846,4,3,0.479637159,0.083333333,-1.922963937
8025,0,5299.928879,7,6,0.5985928,0.242857143,-2.609584841
8027,0,1903.927407,6,5,-0.342494615,-0.233333333,-2.850614652
8085,0,6657.440562,16,15,0.405842798,0.301042014,-3.503240809
8091,0,4712.211409,13,12,0.704828317,0.408963259,-4.039193838
8156,0,7308.688756,13,12,1.474059086,1.024347874,-3.148335264
8211,0,7057.578737,15,14,1.207881319,0.963542014,-3.608942952
8212,0,4157.461562,9,8,0.696484721,0.342063492,-3.216137153
8214,1,10706.53283,13,11,0.550982163,0.255117105,-2.866164094
8222,1,10486.80592,19,17,0.803071489,0.378204896,-3.332716929
8226,0,7138.72059,20,19,-0.229800753,-0.245479314,-4.03660666
8227,1,9451.117636,24,22,0.479544357,0.406416978,-3.127331287
8228,0,9397.071763,9,8,0.696484721,0.342063492,-2.326922495
8231,0,8188.355003,25,24,1.137055696,1.048083644,-4.284430535
8232,0,8613.284787,17,16,0.106247588,0.120894955,-2.912934661
8235,0,5122.074437,15,14,0.141214653,0.296875347,-4.115189822
8238,0,9335.964611,18,17,0.892226429,0.565339399,-3.603330483
8244,1,5826.593644,16,14,0.530842798,0.426042014,-3.875151549
8245,1,8729.494393,18,16,0.781115318,0.343117177,-4.153861435
8248,1,8616.042157,29,27,1.472773622,1.249106198,-4.077330186
8272,0,7668.061056,15,14,0.407881319,0.296875347,-2.944966099
8274,1,8911.525815,29,27,1.438290863,1.421519991,-4.175631995
8276,0,3705.605208,4,3,0.479637159,0.083333333,-1.807390523
8282,1,7909.77234,16,14,0.030842798,0.176042014,-3.635122806
8283,1,6444.498046,15,13,1.074547986,0.696875347,-4.166022262
8285,0,7076.758911,20,19,0.720199247,0.604520686,-3.865988048
8288,0,8432.224935,19,18,-0.144296932,0.062415423,-2.903938479
8291,1,10141.4683,35,33,0.73201203,0.763580019,-4.068170098
8292,0,6030.471871,9,8,0.252040277,0.11984127,-2.843495749
8293,1,6620.980025,20,18,1.220199247,0.904520686,-4.595964844
8295,0,6851.183452,20,19,-0.279800753,-0.195479314,-4.07010254
8303,2,10506.19069,25,22,1.257055696,1.008083644,-3.453996333
8308,1,7198.174992,26,24,1.127065752,0.945006721,-4.003474766
9103,2,10083.61569,23,20,0.850002522,0.531416978,-4.128677908
1,0,6337.50131,6,5,-0.342494615,-0.233333333,-2.300422165
1-001,0,7887.488625,20,19,-0.329800753,-0.245479314,-4.220676065
1-002,2,10039.88793,27,24,1.042316877,0.846716123,-3.69648842
10033,1,14269.65152,15,13,0.141214653,0.03020868,-2.692057129
10035,0,8116.289035,10,9,-0.586653572,-0.257936508,-2.912795155
100350,0,8281.530956,6,5,0.990838718,0.433333333,-2.335297951
100450,2,13890.30811,19,16,0.960966226,0.746625949,-2.387670928
100550,0,12832.3889,6,5,0.990838718,0.433333333,-1.957686829
100650,0,17984.02208,7,6,0.741449943,0.385714286,-1.369782865
100750,1,14028.89718,16,14,0.905842798,0.551042014,-2.774428897
100850,0,11380.85033,8,7,0.286489979,0.064285714,-2.08922436
100950,0,12626.82816,12,11,0.881024871,0.71024531,-2.372101098
10098,1,8668.069374,24,22,1.06287769,0.989750311,-4.268665274
10099,0,9795.897248,21,20,-0.166686155,-0.100241219,-3.693371635
10100,0,10439.4916,15,14,-0.125452014,-0.103124653,-3.40806788
101050,0,15000.09136,17,16,-0.011399471,-0.114399163,-1.888229666
101150,0,5055.304563,9,8,0.363151388,0.230952381,-3.201186581
101151,2,12619.34948,20,16,-0.129800753,-0.145479314,-3.40621849
101250,2,10798.56632,18,15,1.00333754,0.565339399,-3.595720029
101350,0,10909.58694,8,7,0.161489979,-0.060714286,-2.590728825
101450,0,12057.89567,11,10,0.89985443,0.505699856,-2.830089947
101550,1,13763.05306,14,12,1.119731334,0.711161061,-2.74494659
101650,1,7658.957869,11,9,0.627127157,0.414790765,-2.865201764
101750,0,19811.25161,17,16,1.282718177,0.826777308,-1.762314823
101950,1,14010.35863,20,18,1.220199247,0.904520686,-2.636617579
102050,2,12184.3408,26,23,1.127065752,0.791160568,-3.571814155
102450,2,10747.05573,30,27,1.114734139,0.676692405,-4.216716344
102750,1,11407.11202,22,20,1.479434522,0.982009863,-3.914453897
102950,3,10049.30032,23,17,0.154350348,0.009677847,-4.379958481
103050,1,7774.221846,18,15,1.114448652,0.67645051,-4.350676624
103150,2,10588.05993,21,15,0.404742416,0.185473067,-4.346649662
103250,1,7852.322587,19,16,0.539913594,0.220310159,-4.251152138
103350,1,7021.740295,20,17,0.020199247,-0.095479314,-4.718679315
103450,2,10361.79284,25,19,1.297055696,0.888083644,-4.517605438
103550,2,7800.920366,23,19,0.154350348,-0.077278674,-4.571125737
103650,2,10647.50386,24,19,1.06287769,0.739750311,-4.074084365
103750,1,8787.458425,21,18,1.023790035,0.70928259,-4.134636225
103850,1,8440.624755,19,16,0.539913594,0.220310159,-3.979939012
103950,2,8403.41345,30,25,0.348067472,0.043359071,-5.325880867
104050,2,8617.012456,19,14,0.75043991,0.325573317,-4.704808935
104250,3,9278.830229,33,29,1.407302747,1.00422173,-4.896956173
104350,4,10037.97762,32,26,1.150195618,0.945509609,-4.687740618
104450,1,11574.70246,21,19,1.261885273,0.852139733,-3.274167976
104550,2,10499.85877,28,25,1.03372701,0.681372208,-4.258949623
104650,2,10551.34318,29,26,1.438290863,1.076692405,-4.50309953
104750,4,10963.9761,34,28,1.236629819,0.881227078,-4.62497603
104850,2,10658.77366,30,25,1.181400806,0.810025738,-4.388676743
104950,3,10553.54581,35,28,1.503440602,1.077865733,-4.721475529
106380,1,8640.212557,30,28,1.814734139,1.643359071,-4.292539554
106780,0,7959.759236,22,21,2.615798158,2.027464409,-4.389642234
108980,0,7434.298013,22,21,1.706707249,1.391100772,-4.320766826
109080,0,12152.0241,14,13,0.262588477,0.13973249,-2.964937674
109179,0,5629.442043,14,13,-0.451697238,-0.288838939,-3.550611969
1091-80,1,9754.866478,32,29,1.087695618,1.008009609,-4.922208834
1-101,0,4321.17623,3,2,0.350652565,0,-1.002766199
110480,1,14533.22093,23,21,1.676089479,1.183590891,-2.977113996
110580,1,8491.3822,20,18,0.520199247,0.404520686,-3.005656317
110780,1,7598.073408,22,20,1.343070885,0.936555318,-3.69226675
110880,1,14984.76198,23,21,0.502176435,0.270547413,-2.560265937
1109,0,9825.756826,26,25,1.050142675,0.791160568,-4.470031543
110980,1,11997.0816,19,17,1.645176752,1.115047002,-2.809890726
1110,0,7699.924961,20,19,0.420199247,0.104520686,-4.3661475
1111,0,13795.01409,14,13,1.40544562,0.996875347,-2.229679136
111180,1,16018.11992,15,13,-0.192118681,-0.16979132,-2.260333142
1112,1,7213.930594,20,18,0.520199247,0.304520686,-5.121829658
111280,0,8281.530921,6,5,0.990838718,0.433333333,-2.335297951
1113,1,12737.25067,11,9,1.172581702,0.778427128,-3.096456807
1114,0,4828.047635,5,4,0.706493608,0.233333333,-2.212121265
1115,0,11597.12927,16,15,0.343342798,0.113542014,-2.33857415
1116,1,12611.87935,31,29,0.681944316,0.558412835,-3.522243312
1117,1,10189.8552,19,17,0.487282015,0.272941738,-3.86624136
1118,0,13649.15565,13,12,1.474059086,1.024347874,-2.895036607
111850,0,13311.48057,11,10,0.536218066,0.323881674,-2.392927993
1119,1,10383.49564,18,16,1.50333754,1.065339399,-3.332508947
111950,0,18006.41896,14,13,-0.09455438,-0.074553225,-1.760425563
1120,1,11436.23199,16,14,1.030842798,0.801042014,-3.180326445
112050,0,11761.51058,10,9,-0.186653572,-0.257936508,-1.715986786
1121,0,9211.023729,15,14,1.607881319,1.096875347,-3.359543365
1122,0,13713.59256,15,14,1.874547986,1.363542014,-2.520754153
1123,1,9015.119556,26,24,0.819373444,0.48346826,-4.7431358
1124,0,9996.052821,27,26,0.931205766,0.661530938,-3.706189288
1125,1,9087.843796,20,18,0.520199247,0.204520686,-3.757577258
1126,1,12826.19254,24,22,1.43787769,0.948083644,-3.037845481
1127,0,9177.181353,15,14,0.141214653,0.163542014,-3.514608685
1131,2,13869.09107,21,17,1.071409083,0.756901638,-2.937369963
113180,1,17063.84894,13,11,0.858674471,0.716655567,-1.394460996
1132,1,8022.414339,17,15,0.576835824,0.238542014,-3.677111616
113280,0,15725.96446,8,7,1.161489979,0.689285714,-1.917555912
1133,1,11351.80339,25,23,1.257055696,1.008083644,-3.385793127
113380,0,10586.33671,8,7,-0.213510021,-0.185714286,-1.933244376
1134,0,9796.312327,29,28,1.093463277,0.869795853,-4.078967874
113480,0,11068.12767,4,3,-0.270362841,-0.166666667,-0.852422454
1135,1,10760.41759,14,12,0.691159905,0.282589633,-2.687727364
113580,1,11557.96463,15,13,1.074547986,0.83020868,-2.793318055
1136,2,12764.21135,21,18,1.071409083,0.852139733,-3.320302726
113680,1,12111.2041,17,15,1.576835824,1.003247896,-3.160498973
1137,1,15158.28234,19,17,1.908334647,1.378204896,-3.010260982
113780,0,18840.0974,14,13,0.834017048,0.568303918,-1.608653464
1138,0,9924.921612,12,11,0.297691537,0.126911977,-2.736517521
113880,0,22188.74411,8,7,1.161489979,0.689285714,-0.837962926
1139,2,12485.22438,22,19,0.161252704,0.1183735,-3.101394965
113980,2,13771.9618,27,24,0.560835395,0.365234642,-3.01629377
1140,1,9587.67457,15,13,1.807881319,1.296875347,-3.494349924
1141,1,14135.86431,17,15,1.988600529,1.532659661,-2.436310533
114180,0,16611.62172,8,7,1.661489979,0.939285714,-1.764673237
1142,1,10162.61603,21,19,1.452361464,1.137854019,-4.056397759
114280,1,13118.89448,11,9,1.627127157,1.051154401,-2.400032343
1143,1,10233.61188,19,17,1.434650436,1.009783844,-3.275447364
114380,0,14752.59668,7,6,0.5985928,0.242857143,-1.730051036
1144,1,10016.49083,22,20,1.433979976,1.1183735,-3.863826619
114480,0,12139.08771,11,10,0.445308975,0.232972583,-2.195598346
1145,2,11706.91617,27,24,0.671946506,0.402271679,-3.7443355
1146,1,10158.20864,21,19,0.833313845,0.5188064,-4.302820879
1147,0,16574.61523,11,10,1.445308975,0.869336219,-2.489401517
1148,0,13881.74369,13,12,1.166366778,0.716655567,-3.013644253
1149,1,15505.64334,17,15,1.518012294,1.062071425,-2.557482794
114980,1,12763.3858,15,13,1.341214653,0.963542014,-2.474367228
1150,1,18459.70674,12,10,2.047691537,1.376911977,-1.788548199
115080,1,10795.64522,19,17,1.013597805,0.69399437,-3.202062087
1151,0,14501.36776,15,14,0.807881319,0.563542014,-1.820506424
115180,1,13845.21043,13,11,1.166366778,0.716655567,-2.680309253
1152,1,14131.96259,15,13,1.474547986,1.096875347,-2.593127004
115280,1,14462.10407,14,12,0.691159905,0.282589633,-2.404224241
1153,0,12340.70918,13,12,1.474059086,1.024347874,-2.700883123
115380,0,13686.79196,17,16,1.165071118,0.709130249,-2.66548726
1154,0,8518.712169,17,16,1.400365235,0.944424366,-3.806109325
115480,1,14056.10006,13,11,2.089443702,1.332040182,-2.735941794
1155,0,9987.112329,15,14,0.874547986,0.496875347,-3.718841903
1156,1,10585.21099,19,17,1.066229383,0.641362791,-3.518275592
115680,1,14542.31203,21,19,0.642837654,0.5188064,-2.330618306
1157,0,10099.37311,16,15,1.030842798,0.551042014,-3.666968597
1158,0,10347.46005,15,14,1.407881319,1.03020868,-2.984401733
1159,0,8341.864808,13,12,1.166366778,0.716655567,-2.714828694
1160,0,11496.68994,13,12,1.012520625,0.562809413,-3.065165432
1161,1,13680.11882,15,13,1.674547986,1.163542014,-2.913374878
1162,1,13058.34552,21,19,1.023790035,0.70928259,-3.247219941
116278,1,17147.39925,13,11,-0.679787068,-0.36026751,-1.971265945
1163,0,9547.331821,15,14,1.274547986,0.896875347,-2.483704942
1164,0,10757.27924,9,8,0.807595832,0.453174603,-2.162229465
1165,0,9412.304177,22,21,0.843070885,0.70928259,-3.286485732
1166,0,8928.241002,16,15,0.405842798,0.301042014,-2.705055485
1167,1,15753.70025,12,10,1.381024871,0.876911977,-1.497135738
1168,0,10194.84799,15,14,0.607881319,0.363542014,-2.383584721
1169,0,10824.71297,13,12,0.858674471,0.562809413,-2.220091294
1170,0,7430.603824,16,15,1.468342798,1.113542014,-3.337111461
1171,0,9040.251646,14,13,0.548302762,0.425446775,-3.539935818
117180,0,8430.966669,16,15,1.155842798,0.801042014,-3.541674145
1172,1,9526.575025,20,18,0.520199247,0.504520686,-3.134537699
117280,1,9584.530971,23,21,1.415219913,1.183590891,-3.666177307
1173,4,8843.534376,38,31,2.452029571,1.991564394,-4.566220748
1174,0,12071.42049,20,19,0.920199247,0.704520686,-2.954041039
1175,0,8886.289429,18,17,1.00333754,0.67645051,-3.751450218
1176,1,12225.92384,24,22,1.146211024,0.739750311,-2.896190789
1177,0,10067.00257,19,18,0.487282015,0.378204896,-3.400732449
1178,0,13032.24552,15,14,0.607881319,0.496875347,-1.839941549
1179,1,10058.63083,30,28,0.981400806,0.743359071,-4.455430589
1180,1,8772.302043,25,23,1.897055696,1.328083644,-4.647041099
1181,3,13432.59703,33,29,1.922454262,1.519373245,-3.914866715
1182,1,16162.12797,14,12,0.976874191,0.568303918,-2.339909354
1183,2,12269.8489,31,28,1.875492703,1.558412835,-3.387469826
1184,2,14956.47967,29,26,1.714152932,1.283588957,-2.920666962
118480,0,7770.755566,20,19,1.220199247,1.104520686,-3.975697293
1185,1,10006.96333,25,23,1.457055696,1.048083644,-4.659085579
1186,0,10237.0561,28,27,-0.109130132,-0.104342078,-3.90625483
1187,1,11963.70334,16,14,0.155842798,-0.073957986,-2.903118677
1188,0,8545.46257,14,13,0.334017048,0.068303918,-3.496701144
1189,1,12218.08486,17,15,0.223894647,0.003247896,-2.642028446
1190,0,11072.34557,17,16,0.047424059,-0.055575634,-2.970187739
1191,1,7611.327651,11,9,0.627127157,0.232972583,-2.381174544
1192,0,9264.688924,10,9,0.013346428,-0.057936508,-2.260160453
1193,1,10403.69354,21,19,0.547599559,0.233092114,-2.981716708
1194,2,11815.24346,25,22,0.097055696,-0.071916356,-2.973210926
1195,1,11540.42496,19,17,0.382018857,0.16767858,-3.043904292
1196,0,11269.98238,10,9,2.013346428,1.342063492,-2.695023187
1197,1,11440.47675,18,16,1.00333754,0.565339399,-3.508372104
1199,1,12191.82303,16,14,1.780842798,1.176042014,-2.902600985
1200,2,9753.736715,28,25,1.355155582,1.002800779,-4.255890983
1201,2,10549.08527,28,25,1.355155582,0.931372208,-4.598139003
1202,2,10537.67272,28,25,1.105155582,0.895657922,-3.948690891
1203,3,12024.38734,34,30,2.089570996,1.734168254,-3.689564113
1204,2,15881.97533,20,17,1.320199247,1.004520686,-2.388370024
1-207,1,13113.04932,10,8,0.813346428,0.342063492,-2.702454247
12152,0,9556.351008,9,8,0.029818054,-0.102380952,-2.5101097
1-226,0,8417.254351,11,10,0.263490793,0.051154401,-3.10916436
1277480,1,10636.81958,21,19,0.833313845,0.614044495,-3.063580912
13204,0,6504.11038,16,15,1.093342798,0.988542014,-3.375150958
13207,0,10766.69412,9,8,0.029818054,-0.102380952,-2.575765328
13209,0,6463.497283,14,13,0.476874191,0.211161061,-3.657337104
13210,0,10854.98855,16,15,0.593342798,0.488542014,-2.894276453
13211,0,6062.770603,15,14,1.341214653,0.963542014,-3.967493271
13212,0,7616.891474,22,21,0.706707249,0.572918954,-4.496117146
13213,1,9345.651946,31,28,1.585170123,1.203574125,-4.751686812
